sentence1	sentence2	label
The punishment of a warring enemy is different from the punishment of an unaware person.	Hukumcin makiya ya banbanta da na wanda ya gafala.	1
The patience and resistance of this nation overcame all those spiteful and hostile actions and all that obstructionism.	Hakurin wannan al'umma, tsayin dakan wannan al'umma, sun sanya ta yin nasara kan dukkanin wadannan makirce-makirce da shaidanci.	1
The members of our army were dissatisfied with this situation, but they did not dare to do anything.	Ran sojojin zai baci; amma ba su da karfin gwuiwa aikata wani abu; babu wani abin da za su iya yi.	1
We had the benefit of nearly everyone being happy, but that it is not a given for a situation.	Kusan duk wani kati na rani zai dace da cikakke, amma ba haddasa takalma ba.	0
This is an age-old problem facing Nigerian Governments since the colonial days.	Matsalar wutar lantarki ba sabon abu ba ne ga Dan Nijeriya tun a zamanin gwamnatocin baya har kawo yau.	0
"""Try new media."""	"Kan Sababbin Kafafen Yada Labari"""	0
I have reviewed and explored	Sai na bincika na kuma tabbatar da hakan.	0
It has become so bad that people are borrowing money to pay debt.	"""Abin na su ya yi munin da har kudaden da za a yi wa al'umma ayyukan ci gaba suka rika zabtarewa."	0
"""Everything is in God's hands,"" he said."	"Na bar komi a hannun Allah,"" in ji shi."	0
• Appointed Chairman of the Revolution's Cultural Council.	§ Shugabancin majalisar juyin juya hali da al’adu a shekarar 1360 (1981).	1
It's a practice that needs reinstating 1,000 times a day.	Don daidaita matsakaici, dole ne a tilasta wajibi a allura cikin dubun sau ɗaya a rana.	0
My soul have dreamt of being cast upon the earthly world	na de tane duniya ke duniya me kya hai mera soniya	0
Sayyed Ali was the second son of Sayyed Javad Khamenei, a humble and poor Islamic scholar who taught all members of his family how to lead a simple, humble way of life.	Shi ne na biyu cikin ‘ya’yan mahaifinsa. Rayuwar Sayyid Jawad Khamene'i (mahaifin Jagora) kamar ta sauran malaman addini rayuwa ce wacce ba ta a zo a gani ba. Don haka ne ma mai dakinsa da ‘ya’yansa suka koyi rayuwa mai sauki da yarda da dan abin da ake da shi.	1
In the year 1390 fuel plates were produced domestically in the nuclear industry.	A takaice dai a lokacin da aka taso da maganar musayen uranium din da aka tace a cikin gida, suna cewa ne ku ba wa kasar Rasha uranium din da kuka tace kashi uku da rabi cikin dari, kasar Rasha ta tace shi zuwa kashi ashirin cikin dari; daga nan ta mika shi ga kasar Faransa, ita kuwa kasar Faransa ta mai she shi zuwa makamashi sai ta ba mu shi. Ina, sai masana da matasanmu suka ce mu da kanmu za mu iya samar da wannan makashin; inda suka yi himma da kokari sannan kuma suka samar da shi da kuma nuna shi ga duniya.	1
In the case of domestic policies, the purpose of their sanctions was to make the Iranian nation uncertain about their path, to distance the Iranian nation from the Islamic Republic and to make the people disappointed.	A fagen siyasar cikin gida kuwa, manufarsu ta sanya wannan takunkumin ita ce su sanya shakku cikin zukatan al'ummar Iran dangane da tafarkin da suka rika; su haifar da sabani tsakanin al'umma da tsarin Musulunci; su kashe wa mutane gwiwa da sanya su yanke kauna.	1
Behavior that shows one's Islamic education is one of the most important things [during the hajj].	Dabi'u na kwarai da suka dace da koyarwa ta Musulunci, daya ne daga cikin irin wadannan lamurra masu girma.	1
blessed and sorrowful.	Merci Mme Colladay !	0
6. Attracting technology, capital and financial resources, exchanging manpower and gaining access to foreign product and service markets through effective and constructive interaction with countries and organizations of the region and the world.	6- Janyo hankali wajen amfani da fasaha, zuba jari da hanyoyin samun kudade, musayen kwararru, samun kutsawa cikin kasuwannin kasashen waje da gudanar da ayyuka ta hanyar mu'amaloli masu amfani da kasashen (duniya), kungiyoyi da cibiyoyi na wannan yankin da kuma na duniya baki daya.	1
Labor is like the soul of capital, energy and raw materials and turns them into something useful, a product that can be consumed.	Aiki dai tamkar ruhi yake ga jari da albarkatun kasa da makamashi da kuma mayar da su su zamanto wani abu da mutane za su iya amfani da su cikin rayuwarsu.	1
They will see what will happen.	Lalle za ku ga abin da zai faru.	1
BTW, where's your baby?	Dove ba tare da amfani? - Ina yarinku ke zaune? (m)	0
Leader Meets with Officials in Charge of Elections - Khamenei.ir Ayatollah Khamenei the Leader of the Islamic Revolution, met Monday morning with officials in charge of presidential and city and village councils elections.	A safiyar yau Litinin (6-5-2013) ne Jagoran juyin juya halin Musulunci Ayatullah Sayyid Ali Khamenei ya gana da jami'ai da sauran ma'aikatan hukumar gudanar da zaben shugaban kasa da na kananan hukumomi na Iran inda ya bayyana fitowar jama'a kwansu da kwarkwatansu yayin zaben da za a gudanar din a matsayin wani lamari dai zai lamunce ci gaban kasar Iran kamar yadda kuma ya kirayi jami'ai masu gudanar da zaben da kuma su kansu ‘yan takara da su kiyaye da kuma girmama doka.	1
The most likely date seems to me to be 1715/16.	Da yiwuwar matakanmu daidai da daya mutu shine 75/216.	0
"""I Will Be With You"""	"""Zan Kasance Ba tare da Kai ba"""	0
As a result, they try to undermine this role model in the eyes of those who want to follow it.	A saboda haka ne suke kokarin bata irin wannan zama abin koyi din a idanuwan mutane.	1
The dog realized it's mistake and corrected it's position by shifting over.	kuskure bakin kofa, kuma ya yarda da na juna na canji da matsayi.	0
( Indeed, the plot of Satan has ever been weak) Allah says about a group of mojahids of early Islam:	"Dangane da wata jama'a ta mujahidai a farkon Musulunci, Allah Madaukakin Sarki yana fadin cewa: ""Wadanda mutane suka ce musu: ""Lalle ne, mutane sun tara (rundunoni) saboda ku, don haka ku ji tsoronsu."	1
Contributing to the fulfillment of these needs is an instance of economic jihad. It is part of the great work that we are supposed to do.	Taimako wajen magance wadannan matsaloli yana daga cikin jihadi na tattalin arziki; yana daga cikin manyan ayyuka.	1
I hope Allah the Exalted will help all of us to preserve this successful and impressive role model - namely, the Islamic Republic. By Allah's favor, we will manage to pass on this role model to future generations, and we will be able to hold up our heads before Allah the Exalted.	Muna rokon Allah Madaukakin Sarki da Ya taimaka wa dukkanin mu wajen samun damar kiyaye wannan abin koyi mai girma da daukaka - wato Jamhuriyar Musulunci - sannan kuma mu mika ta ga zuriya masu zuwa don ta hakan mu sami matsayi a wajen Allah Madaukakin Sarki. Wassalamu alaikum wa rahamatullah wa barakatuhu.	1
Since its establishment up until today, the Zionist regime has openly continued its terrorist activities inside and outside Palestine, and it has shamelessly announced them.	Tun farkon samuwar gwamnatin sahyoniyawa har zuwa yau din nan a fili suke ci gaba da ayyukan ta'addancinsu a ciki da wajen Palastinu sannan kuma a fili suke sanar da wadannan ayyuka na su na rashin kunya.	1
Therefore, in addition to the officials' management, the presence of the people in both arenas â€“ the arena of economy and the arena of culture - is necessary and fundamental.	A saboda haka baya ga ayyukan gudanarwa wanda wajibi ne jami'ai su gudanar, kasantuwar mutane a dukkanin wadannan fagage guda biyu wajibi ne; wato fagen tattalin arziki da kuma fagen al'adu.	1
On the one hand, it is necessary to avoid chaos and anarchy.	Saboda kada ya zamanto an fice daga da'irar doka, sannan a daya bangaren kuma a kawar da duk wani abin da ya ke kawo cikas ga dokokin daga kan hanya.	1
What's the state of the world's economy?	Kuma yaya batun tattalin arzikin duniya?	0
Made me a man...	U make me wanna.... lol	0
All praise belongs to Allah, the Lord of the Worlds, and blessings and greetings be upon the Master of the creatures, Muhammad al-Mustafa and his immaculate family and his chosen companions.	Dukkan godiya ta tabbata ga Allah Ubangijin talikai.	1
1) Lady Gaga is a member of the LGBT-the B stands for bisexual.	to aik shab b na so sakao gay.	0
Today is the day of the commemoration of the national leader Heydar Aliyev	Yau ne zagayowar ranar haihuwar Shugaban kasa Buhari ▷ Legit.ng	0
Sometimes they said the election would be rigged. Other times they said if the people did not take part in the election, the enemies would become less hostile, and they broadcast various kinds of propaganda in order to drive the people away from the polling stations and ballot boxes.	A wani lokaci suna cewa za a yi mgudi; a wani lokacin kuma suna cewa matukar dai mutane suka ki fitowa to irin adawar da makiya suke yi da al'ummar Iran za ta ragu; sun gudanar da nau'oi daban-daban na farfaganda wajen hana mutane fitowa zaben.	1
Dear God, make the world of Islam and the Islamic Ummah stronger and more successful on a daily basis.	Ya Ubangiji Allah! Ka kara ba wa al'ummar musulmi karfi da daukaka a kullum.	1
Therefore, it is reasonable to expect a young member who has just entered the Islamic Revolution's Guards Corps to push the Islamic Revolution's Guards Corps one step forward in terms of knowledge, insight, awareness and selflessness and in terms of willingness to work and doing the job in an appropriate and timely way - these are the characteristics that the Islamic Revolution's Guards Corps has demonstrated during these years.	A saboda haka muna fatan matasan dakarun kare juyi su zamanto sama da wadanda suka gabace su a fagen masaniya, basira, fahimta, sadaukarwa, shirin aiki, aiwatar da aiki yadda ya kamata sannan kuma a daidai lokacin da ya kamata a aiwatar da shi, wanda kuma wannan wata siffa ce wacce dakarun kare juyin juya halin Musuluncin suke da ita tsawon wadannan shekaru. A lokacin da mutum ya kalli dakarun kare juyi na yau, zai ga cewa lalle suna da matsayi mai girma.	1
This led to the construction of the Imperial Palace - the royal residence of the Royal Family.	Wannan alama ce ta ci gaba da daular, gidan dangi.	0
Allah the Exalted has promised that He will assist you if you promote His religion, tread His path and seek divine goals.	Allah Madaukakin Sarki ya yi muku alkawarin cewa matukar kuka taimaka wa addini da tafarkinsa da kuma manufa ta Ubangiji, to ku ma zai taimaka muku.	1
"follows: ""To the goddess Ishtar, the lady of the"	""" Alabina Feat Ishtar - Allah Allek Ya Sidi"""	0
Distance from Novo Mesto to Bohinj is 110 kilometers.	Daga Dan Zabuwa zuwa garin Bichi kilomita 11 ne.	0
change to take place, the present position must be compared	Don magance wannan matsala, dole ne a kimanta tsarin dalili na yanzu a cikin kamfanin.	0
Atlantic city's wide range of the main game 1.47.	Cibiyar ta 'yan wasan kwaikwayon Long Beach Community na cibiyar 1,074.	0
Yes, we can.	A saboda haka lalle za mu iya.	1
Although the cabin is in a field, neighbors ar...	Amma tunda muna zaune a hawa na huɗu, kuma maƙwabta suna kan bene ...	0
Therefore, strengthening the Armed Forces is a religious principle that cannot be ignored.	A saboda haka karfafa dakaru masu makami, wani tushe ne na addini da ba za a iya rufe ido kansa ba.	1
And they should warn them against the great danger of creating religious fitnas, which is what the enemies desire.	Su kuma ja kunnen mutane akan hatsari mai girma da ya ke tattare da fitinar mazhana da shi ne babban fatan makiyan Musulunci.	1
"Third released was ""Blue Jeans."""	"Bidiyo na bidiyo na uku ya zama kyaftin kungiya don ""Blue Jeans."""	0
That He may enrage the disbelievers with (the sight of) them.	Domin (Allah) Ya fusatar da kafirai game da su (Suratul Fat'h 48:29); a lokacin da makiya ma'abota girman kai suka ga irin wannan mutumi musulmi da ya sami tarbiyya ta Musulunci, a fili ya ke cewa za su yi fushi da kuma bakin ciki.	1
Sayyid Ali Khamenei	Sayyid Ali Khamenei	1
When we take a look at priorities, we see that the issue of the economy is the most urgent and essential one.	Wato a yayin da mutum ya kalli matsalolin da ake da su, zai ga cewa matsalar tattalin arzikin ita ce babbar matsalar da take kan gaba wacce take bukatar a magance ta cikin gaggawa.	1
